id,id_cliente,id_produto,data_venda,qtd,total
5600,30,148,2024-07-16,3,13639.15
5601,12,98,2023-02-22,14,1055503.2
5602,30,130,2023-03-07,3,12432.0
5603,36,144,2024-03-23,8,16827.35
5604,49,24,2023-10-26,7,162625.0
5605,23,32,2024-04-21,9,106895.9
5606,12,131,2024-01-10,4,3854.0
5607,2,145,2024-03-17,3,12397.5
5608,48,108,2023-05-30,8,25425.8
5609,37,131,2023-07-09,10,9154.2
5610,44,140,2024-05-31,2,5955.55
5611,31,110,2023-05-24,3,7112.65
5612,38,68,2024-11-17,11,735868.0
5613,12,46,2024-04-24,14,66284.35
5614,31,93,2024-03-10,2,190906.3
5615,35,32,2024-01-31,7,87517.0
5616,15,124,2023-08-07,1,3770.0
5617,21,127,2024-08-09,1,1549.0
5618,28,54,2023-05-31,1,115458.25
5619,6,74,2024-09-06,6,519351.0
5620,32,105,2023-06-07,12,3528.3
5621,6,31,2023-07-06,13,107680.0
5622,40,140,2024-12-01,5,15673.0
5623,37,70,2024-08-07,4,130550.9
5624,36,28,2024-12-10,15,213878.0
5625,25,72,2024-10-26,6,568088.6
5626,38,57,2023-11-07,2,237581.0
5627,34,9,2024-12-02,7,264041.1
5629,5,9,2023-02-22,10,397055.0
5630,6,6,2023-11-08,4,47281.0
5631,36,91,2023-12-30,3,384425.1
5632,49,119,2023-02-05,1,3093.2
5633,44,73,2024-01-20,6,858960.0
5634,36,86,2024-06-07,9,841708.0
5635,20,141,2023-10-03,11,49970.0
5636,27,6,2023-04-23,9,101062.9
5637,36,2,2023-05-06,2,26596.2
5638,46,66,2023-02-25,4,50287.0
5639,18,85,2023-09-14,10,385787.0
5640,35,120,2024-03-11,15,44523.65
5641,37,73,2024-05-03,14,1904027.05
5642,28,69,2024-07-11,11,473019.25
5643,39,17,2024-11-29,5,70194.0
5644,17,87,2024-05-09,11,698686.05
5645,17,130,2023-08-31,11,45585.0
5646,9,131,2023-10-15,13,11900.65
5647,30,80,2024-01-21,5,646119.0
5648,15,40,2024-11-14,8,107798.4
5649,20,128,2023-01-31,7,32555.0
5650,32,39,2024-12-31,1,28151.35
5651,37,125,2023-09-25,3,9695.7
5652,38,115,2023-02-26,15,11836.05
5653,9,98,2023-08-29,10,793611.0
5654,5,20,2024-05-06,5,146458.65
5655,9,99,2023-06-09,14,1501733.0
5656,43,78,2024-12-20,1,121762.0
5657,31,147,2023-05-13,9,25907.45
5658,3,128,2024-05-29,1,4651.0
5659,30,81,2023-12-16,2,244297.0
5660,4,28,2023-09-28,4,54182.3
5661,39,38,2024-02-27,5,132306.0
5662,43,74,2024-10-30,12,986767.85
5663,7,18,2024-04-21,3,79717.0
5664,1,23,2023-03-24,6,63718.4
5665,47,94,2024-08-16,1,38713.45
5666,36,116,2024-06-04,11,28331.0
5667,42,26,2023-07-05,2,32837.7
5668,9,25,2023-04-16,7,84885.0
5669,45,80,2023-08-25,14,1809134.0
5670,28,26,2023-08-04,9,147771.55
5671,34,21,2023-08-22,2,17469.0
5672,12,50,2024-05-05,13,139258.6
5673,23,112,2023-03-13,9,18647.55
5674,3,111,2024-09-21,6,24425.45
5675,29,62,2024-07-18,3,306666.0
5676,10,36,2024-11-21,8,180811.0
5677,14,2,2023-06-06,15,199473.4
5678,32,146,2023-05-29,5,2356.0
5679,44,148,2023-09-11,15,68193.85
5680,41,38,2023-05-27,1,26461.0
5681,1,1,2024-11-06,8,251731.0
5682,47,134,2023-09-26,9,42458.0
5683,45,40,2023-04-16,10,141840.0
5684,36,143,2024-10-05,12,50575.15
5685,16,32,2023-11-02,8,95019.0
5686,17,87,2023-02-06,2,133720.0
5687,13,107,2023-07-04,7,10594.0
5688,33,49,2023-05-08,2,25201.6
5689,11,136,2024-04-05,9,17762.0
5690,40,101,2024-04-23,10,4634.0
5691,38,34,2023-11-28,7,32701.85
5692,9,47,2023-03-28,13,79598.0
5693,49,69,2024-10-28,5,215008.75
5694,12,7,2024-08-02,10,185428.6
5695,1,91,2023-02-28,7,944202.0
5696,28,85,2023-11-16,3,109949.2
5697,49,44,2023-10-09,15,153997.85
5699,44,138,2024-04-18,4,15895.4
5700,20,33,2023-01-22,5,33579.0
5701,48,54,2023-11-04,15,1731870.9
5702,47,36,2023-12-26,11,236184.25
5703,8,127,2023-05-17,1,1471.55
5704,22,51,2023-05-22,6,384954.0
5705,10,144,2024-01-13,3,6309.9
5706,29,79,2023-12-01,7,439876.6
5707,44,118,2024-06-29,11,47466.0
5708,28,79,2024-03-16,9,565555.9
5709,30,135,2024-08-11,5,7811.85
5710,18,42,2023-09-29,7,41950.0
5711,6,20,2024-04-02,6,185001.0
5712,13,78,2023-09-17,8,974092.0
5713,46,27,2023-09-25,2,33023.0
5714,48,106,2024-04-30,5,21924.0
5715,13,67,2023-07-10,4,325998.2
5716,43,5,2024-10-08,7,157398.85
5717,36,149,2023-07-17,11,12160.0
5718,13,47,2023-02-23,14,81434.95
5719,22,120,2024-12-08,10,29682.75
5720,6,38,2024-09-19,11,276519.35
5721,8,66,2023-01-17,6,71658.5
5722,36,78,2023-03-10,13,1582900.0
5723,18,63,2023-03-22,6,839746.0
5724,11,28,2023-10-10,14,199620.0
5725,40,46,2023-11-28,10,47346.1
5726,10,140,2024-05-30,14,41689.8
5727,41,126,2023-08-28,9,22889.3
5728,5,10,2024-09-19,10,304313.5
5729,34,135,2023-07-16,2,3124.55
5730,29,121,2023-07-27,6,22166.0
5731,22,17,2024-01-22,13,173378.8
5732,32,33,2024-04-23,13,87305.0
5733,10,103,2023-03-23,7,11897.8
5734,22,101,2024-11-22,7,3244.0
5735,37,25,2023-05-12,13,149761.8
5736,15,100,2024-07-17,14,1391182.85
5737,29,126,2024-11-05,2,5086.3
5738,13,148,2024-08-20,1,4786.0
5739,49,108,2024-04-01,6,20073.0
5740,7,146,2024-11-27,12,5952.0
5741,46,79,2023-12-23,12,754073.9
5742,26,135,2023-05-26,14,23023.0
5743,16,61,2023-11-08,6,168112.0
5744,12,29,2024-08-24,2,73021.0
5745,33,51,2024-07-19,15,962385.0
5746,13,131,2023-01-22,1,915.8
5747,48,116,2024-04-10,1,2576.0
5748,17,70,2023-09-04,15,489564.45
5749,34,40,2024-08-25,3,40424.4
5750,48,122,2023-09-02,8,10580.0
5751,49,116,2024-08-06,7,17127.55
5752,29,122,2023-07-07,9,11902.0
5753,21,113,2024-06-25,7,30765.0
5754,14,52,2024-09-13,10,137041.0
5755,14,16,2024-03-11,9,256551.3
5756,31,96,2023-08-02,3,211863.0
5757,26,30,2023-01-26,10,306355.05
5758,40,105,2023-02-26,15,4643.0
5759,2,26,2024-11-20,15,246285.6
5760,33,84,2024-07-27,3,123758.4
5761,24,86,2023-02-06,11,977316.3
5762,18,15,2024-11-08,13,344562.15
5763,20,22,2023-09-04,4,157811.0
5764,23,133,2023-10-14,13,24605.0
5765,10,124,2024-11-19,12,45239.0
5766,4,48,2024-03-05,11,162100.0
5767,15,145,2024-04-24,10,43499.0
5768,49,111,2023-07-20,4,16283.95
5769,36,52,2023-11-25,14,191857.0
5770,16,92,2024-10-08,13,1097347.85
5771,20,14,2023-09-20,15,537166.0
5772,10,73,2023-06-03,14,1904027.05
5773,32,97,2024-02-28,8,1028546.95
5774,32,13,2024-11-18,9,69724.0
5775,16,39,2023-03-01,8,237063.0
5776,23,31,2023-07-09,14,110165.8
5777,21,77,2023-07-12,3,127408.3
5778,18,107,2023-04-18,8,11501.65
5779,6,118,2023-01-23,2,8198.5
5780,33,148,2023-05-19,6,28713.0
5781,47,54,2024-11-27,12,1458418.0
5782,31,109,2023-02-26,13,7690.25
5783,27,97,2024-08-06,1,135335.0
5784,4,128,2023-03-20,1,4418.45
5785,6,65,2024-05-12,11,267078.25
5786,13,25,2024-11-19,9,109138.0
5787,10,102,2023-06-09,15,12480.0
5788,28,115,2024-07-02,12,9468.65
5789,40,123,2023-05-05,9,24994.0
5790,30,21,2024-07-01,7,58084.9
5791,20,14,2023-04-01,14,476287.25
5792,11,121,2024-06-17,9,33248.0
5793,24,76,2023-04-21,5,740991.0
5794,25,38,2024-03-10,6,150828.65
5795,12,51,2023-10-03,2,128318.0
5796,4,4,2023-09-25,4,12851.6
5797,25,129,2023-01-21,14,45727.0
5798,9,82,2023-04-18,3,147156.9
5799,4,11,2024-12-03,6,217391.0
5800,28,90,2024-12-14,11,870071.0
5801,19,144,2023-06-10,6,13285.0
5802,10,142,2023-04-06,5,3925.4
5803,48,127,2024-12-02,3,4648.0
5804,1,64,2023-03-31,4,423720.9
5805,26,149,2023-06-20,13,14370.65
5806,27,58,2024-05-23,8,870597.0
5807,7,53,2023-08-19,10,536750.0
5808,23,57,2023-08-15,3,338553.4
5809,15,112,2024-12-10,4,8287.8
5810,44,67,2023-10-13,10,814995.5
5811,3,56,2024-06-22,5,214944.0
5812,4,49,2023-11-29,7,88207.5
5813,8,122,2024-12-23,1,1255.9
5814,35,94,2023-03-10,5,193566.3
5815,19,53,2024-03-18,15,764868.75
5816,41,5,2023-05-10,8,189352.0
5817,44,58,2024-02-12,4,435298.0
5818,23,50,2023-11-09,5,56380.0
5819,27,6,2024-09-11,3,35461.0
5820,48,103,2023-07-25,2,3399.1
5821,1,107,2024-10-05,12,18161.0
5822,9,59,2024-10-11,9,745270.25
5823,37,106,2024-11-28,2,8770.0
5824,17,27,2023-04-22,9,141172.85
5825,15,84,2024-10-04,5,206263.05
5826,33,4,2023-11-18,8,27055.0
5827,28,86,2024-03-29,7,621928.9
5828,15,146,2024-05-01,12,5654.4
5829,12,36,2024-03-28,9,203413.0
5830,18,131,2023-04-25,10,9636.0
5831,17,51,2023-09-08,8,513272.0
5832,7,2,2024-04-28,15,199473.4
5833,16,45,2024-08-18,13,122310.6
5834,45,72,2023-02-23,10,996646.0
5835,15,23,2024-03-07,3,33536.0
5836,5,99,2024-09-09,13,1324743.65
5837,40,7,2023-10-30,12,222513.75
5838,45,49,2023-12-10,8,106114.0
5839,24,135,2023-03-16,11,17185.5
5840,12,53,2024-11-07,7,356938.75
5841,15,104,2023-04-09,10,35273.5
5842,24,125,2024-05-26,4,12927.6
5843,17,138,2023-10-06,10,39738.5
5844,41,33,2024-12-27,15,95700.15
5845,30,101,2024-03-27,15,6951.0
5846,6,93,2023-07-11,7,703339.0
5847,17,94,2024-08-06,2,81502.0
5848,7,11,2023-02-16,5,172102.0
5849,15,3,2024-11-12,4,34292.15
5850,39,26,2023-04-08,1,17283.0
5851,23,28,2024-07-20,15,203184.1
5852,6,1,2023-01-16,2,62932.75
5853,14,135,2023-11-20,13,21379.0
5854,5,73,2024-11-16,11,1496021.05
5855,19,50,2024-08-02,5,53561.0
5856,37,46,2024-01-19,13,64789.0
5857,15,139,2023-09-21,13,18523.0
5858,9,17,2024-04-22,2,26674.1
5859,36,85,2024-07-23,13,501523.0
5860,16,44,2023-03-04,3,32421.0
5861,45,131,2023-02-21,14,12815.5
5862,6,132,2023-05-14,14,21882.0
5863,29,4,2023-12-11,14,44978.7
5864,28,129,2023-09-19,15,48993.0
5865,28,37,2024-03-27,13,74936.0
5866,23,31,2024-09-22,8,62951.75
5867,4,76,2024-11-04,1,148198.0
5869,19,142,2024-05-19,6,4710.1
5870,42,127,2024-07-27,5,7359.65
5871,22,86,2024-08-28,2,177693.7
5872,5,7,2023-10-21,5,92714.3
5873,9,71,2024-03-01,9,1112988.65
5874,19,49,2023-12-17,5,63004.95
5875,14,114,2024-08-01,3,2278.1
5876,7,40,2024-01-15,2,28368.0
5877,21,96,2024-07-02,9,603808.6
5878,22,129,2023-12-14,8,26130.0
5879,31,117,2023-09-25,13,53339.0
5880,14,28,2024-06-15,6,81273.45
5881,9,32,2023-07-12,11,137527.0
5882,12,137,2024-03-06,15,50782.0
5883,15,103,2024-06-25,10,16997.4
5884,16,100,2024-11-30,4,397480.95
5885,9,123,2023-12-10,3,7914.45
5886,4,19,2024-08-26,1,15610.4
5887,31,68,2024-08-24,7,444866.0
5888,44,44,2024-12-28,10,108068.0
5889,34,142,2023-03-10,11,9091.0
5890,43,42,2024-12-05,6,34159.15
5891,13,147,2024-10-13,13,37421.45
5892,15,25,2024-01-16,9,103681.1
5893,15,113,2024-10-27,7,30765.0
5894,17,91,2024-08-29,14,1793983.8
5895,18,132,2023-08-02,5,7815.0
5896,35,131,2023-03-01,8,7709.0
5897,42,34,2024-09-06,11,54093.0
5898,49,21,2023-06-04,3,26204.0
5899,8,69,2023-09-25,7,316855.0
5900,26,31,2024-01-01,8,66265.0
5902,43,116,2023-05-19,2,4893.45
5903,36,67,2023-12-13,12,1029469.0
5904,39,141,2024-08-07,2,9564.0
5905,34,85,2024-01-11,8,293198.5
5906,3,85,2023-06-28,9,329847.6
5907,7,29,2023-05-10,10,346847.85
5908,43,140,2023-11-22,13,38712.5
5909,7,103,2023-02-02,10,17892.0
5910,13,22,2024-02-26,5,187400.8
5911,35,138,2024-01-16,12,47687.15
5912,42,136,2023-03-14,15,28121.9
5913,8,31,2024-04-16,6,47214.05
5914,36,98,2024-03-21,8,603144.55
5915,18,130,2023-05-12,1,4144.0
5916,43,56,2023-11-07,8,343910.0
5917,26,108,2024-08-19,3,9535.15
5918,40,96,2023-05-18,3,211863.0
5919,36,50,2023-10-31,11,117834.2
5920,29,45,2024-08-25,5,47043.05
5921,25,71,2024-04-20,10,1236653.95
5922,28,118,2024-04-25,2,8198.5
5923,12,72,2024-08-07,6,568088.6
5924,33,45,2023-12-24,2,19807.0
5925,4,50,2024-10-05,9,101484.0
5926,6,45,2024-06-13,11,108941.0
5927,7,24,2024-01-19,6,139393.0
5928,27,94,2023-09-09,2,81502.0
5929,28,13,2024-07-20,6,44158.85
5930,42,19,2023-06-30,5,78053.9
5931,17,144,2023-11-16,11,24356.0
5932,34,82,2024-05-16,11,567974.0
5933,13,67,2024-11-11,12,1029469.0
5934,22,11,2023-02-26,11,378623.45
5935,15,59,2023-01-17,11,910886.6
5936,14,93,2024-02-08,14,1336344.1
5937,39,148,2023-11-03,1,4786.0
5938,37,81,2023-04-01,11,1276451.35
5939,35,92,2023-03-02,10,888541.0
5940,7,47,2023-04-09,2,12246.0
5941,35,48,2024-04-03,6,83997.1
5942,15,121,2023-06-04,11,40637.0
5943,32,17,2024-05-25,5,70194.0
5944,18,22,2023-04-20,9,355076.0
5945,12,135,2024-04-16,10,16445.0
5946,42,56,2023-05-16,10,408393.6
5947,40,56,2023-02-03,12,515865.0
5948,9,90,2024-08-14,1,75142.15
5949,37,85,2023-10-25,5,183249.3
5950,42,20,2023-08-11,12,370001.0
5951,7,50,2024-08-15,14,149970.8
5952,8,72,2024-06-08,9,896982.0
5953,37,72,2023-01-18,7,662769.4
5954,15,148,2023-05-17,1,4546.7
5955,1,82,2024-07-11,14,686733.15
5956,40,111,2023-11-15,15,64278.0
5957,2,129,2024-06-22,4,13065.0
5958,31,27,2023-06-20,5,78429.15
5959,17,38,2023-09-10,12,317534.0
5960,30,75,2023-06-13,7,229379.0
5961,6,81,2023-10-17,8,977188.0
5962,46,27,2023-11-21,15,247672.0
5963,49,7,2024-09-19,7,136631.0
5964,24,10,2023-08-10,5,160165.0
5965,33,79,2024-11-06,4,264587.0
5966,32,74,2023-05-18,13,1125261.0
5967,49,94,2023-08-30,2,81502.0
5968,33,87,2024-12-14,12,762203.05
5969,9,70,2024-09-01,9,309199.0
5970,16,90,2023-06-30,13,976851.75
5971,45,85,2024-04-23,1,36650.05
5972,39,53,2023-10-12,9,483075.0
5973,40,129,2024-03-06,11,34131.6
5974,36,69,2024-09-02,11,473019.25
5975,13,112,2023-04-29,5,10359.75
5976,8,62,2024-04-28,5,485554.5
5977,27,108,2024-06-05,15,47673.85
5978,20,143,2023-07-09,3,13309.0
5979,22,10,2024-05-05,8,256264.0
5980,14,132,2023-06-28,3,4454.55
5981,42,6,2023-11-26,2,23640.0
5982,39,85,2024-02-09,12,439796.8
5983,33,72,2024-10-22,4,378726.05
5984,5,139,2023-08-06,6,8121.55
5985,45,110,2023-04-21,6,14224.35
5986,38,42,2024-07-02,14,79705.0
5987,24,34,2024-11-06,10,49175.0
5988,48,2,2024-07-28,8,106385.75
5989,6,139,2024-03-11,8,10829.05
5990,23,138,2024-10-10,4,15895.4
5992,42,36,2023-04-11,3,67804.0
5993,9,73,2024-01-09,5,715800.0
5994,38,30,2024-05-16,12,367625.3
5995,34,58,2023-07-16,5,544123.0
5996,44,32,2024-11-21,11,130650.65
5997,17,30,2023-04-30,4,128991.0
5998,36,115,2024-02-09,9,7475.0
5999,15,70,2023-11-25,4,137422.0
6000,5,49,2024-03-17,2,25201.6
6001,15,6,2023-09-26,13,145979.85
6002,13,79,2024-09-17,1,66147.0
6003,44,73,2023-02-11,13,1861079.0
6004,8,103,2024-05-24,12,21470.0
6005,22,149,2023-10-02,12,13264.85
6006,45,4,2024-02-10,6,19276.45
6007,26,6,2023-09-03,11,123520.9
6008,12,107,2024-03-27,10,14377.3
6009,36,89,2024-05-05,9,708102.0
6010,27,136,2023-06-06,1,1875.3
6011,19,72,2023-10-17,12,1195976.0
6012,27,44,2024-05-19,4,41065.65
6013,19,13,2024-06-23,3,22078.95
6014,26,142,2023-01-05,10,8264.0
6015,9,134,2023-08-24,3,14153.0
6016,18,117,2023-03-03,13,53339.0
6017,45,48,2023-12-26,6,83997.1
6018,16,85,2023-07-14,15,578680.0
6019,26,72,2024-05-15,7,697652.0
6020,7,79,2023-10-29,11,691234.25
6021,46,135,2024-03-31,10,16445.0
6022,22,119,2023-10-04,2,6512.0
6023,27,47,2024-01-28,11,67353.0
6024,33,103,2023-10-20,1,1789.0
6025,48,143,2023-01-11,4,16858.7
6026,7,77,2024-12-08,13,552102.95
6027,23,129,2023-10-27,15,46543.35
6028,34,39,2024-10-15,4,118531.0
6029,34,104,2024-03-31,10,37130.0
6030,25,18,2023-01-26,13,345442.0
6031,42,78,2024-10-24,13,1503755.0
6032,21,25,2024-04-01,14,161281.5
6033,5,78,2024-03-02,2,231346.85
6034,27,122,2023-05-07,3,3768.65
6035,46,67,2024-10-23,5,407497.75
6036,29,136,2024-12-11,4,7499.3
6037,39,71,2024-11-23,10,1236653.95
6038,6,71,2024-07-24,11,1360319.25
6039,32,118,2024-08-19,6,24596.45
6040,16,69,2023-02-09,1,43001.75
6041,35,46,2023-05-20,4,18938.25
6042,30,113,2023-03-04,13,57134.0
6043,35,80,2023-08-10,10,1227626.1
6044,15,148,2023-12-24,9,40916.5
6045,14,132,2024-08-11,8,12504.0
6046,16,94,2023-05-23,12,489010.0
6047,31,58,2024-08-09,4,435298.0
6049,15,43,2024-10-27,10,333420.55
6050,35,5,2024-10-31,1,23669.0
6051,19,86,2023-06-08,5,467616.0
6052,25,31,2023-01-13,11,91114.0
6053,2,24,2024-01-28,2,46464.0
6054,37,140,2024-12-29,10,31346.0
6055,25,148,2024-11-13,1,4546.7
6056,1,65,2024-07-06,10,255577.0
6057,36,3,2024-11-24,13,111448.3
6058,9,108,2023-04-19,13,43492.0
6059,30,82,2023-02-24,7,343366.1
6060,25,39,2024-11-02,6,177797.0
6061,43,133,2023-04-19,2,3595.75
6062,48,94,2023-09-17,12,489010.0
6063,24,104,2024-12-29,9,31746.15
6064,29,47,2024-12-02,15,87251.8
6065,17,85,2024-10-31,13,501523.0
6066,38,139,2023-08-15,12,16244.05
6067,27,4,2023-06-20,8,25702.25
6068,5,62,2023-11-25,4,388443.6
6069,43,134,2023-06-29,15,70764.0
6070,17,144,2024-04-07,6,12620.75
6071,48,54,2024-10-13,15,1823022.0
6072,45,87,2023-10-05,11,698686.05
6073,1,28,2023-03-30,13,176092.95
6074,42,114,2023-06-21,9,6834.3
6075,42,29,2023-09-30,5,182552.0
6076,9,148,2024-06-27,12,54555.65
6077,19,66,2023-06-24,13,155259.45
6078,33,142,2024-03-12,9,7066.1
6079,6,147,2024-11-19,12,34542.95
6080,34,104,2024-03-13,1,3713.0
6081,3,4,2023-04-25,4,12851.6
6082,25,8,2024-04-07,11,52084.7
6083,33,11,2024-06-19,12,413043.85
6084,20,95,2023-10-13,14,977313.0
6085,30,136,2024-01-12,15,28121.9
6086,8,44,2023-11-09,11,118875.0
6087,39,83,2023-12-12,5,640318.05
6088,38,145,2024-11-21,9,39149.0
6089,15,79,2023-05-27,10,661468.0
6090,48,107,2024-01-11,3,4540.0
6092,40,37,2024-01-23,15,91016.0
6093,6,64,2023-01-02,10,1115056.0
6094,30,76,2024-01-30,3,444595.0
6095,6,100,2023-02-28,11,1093072.85
6096,19,121,2023-03-28,10,36943.0
6097,39,11,2024-10-11,15,543479.0
6098,44,119,2024-10-29,14,45581.0
6099,10,59,2024-03-15,5,435831.0
6100,10,69,2024-03-13,11,497915.0
6101,9,49,2024-05-01,10,126009.9
6102,4,137,2023-07-03,3,9648.2
6103,31,142,2024-11-06,11,9091.0
6104,39,63,2023-07-15,2,279915.0
6105,24,130,2023-09-30,6,24865.0
6106,14,35,2024-02-18,10,104552.25
6108,34,13,2024-05-31,14,103036.05
6109,2,12,2024-02-13,14,38167.0
6110,20,125,2024-01-18,6,20412.0
6111,28,101,2023-07-08,12,5282.95
6112,43,92,2024-02-17,9,759702.65
6113,48,45,2024-04-02,10,94085.15
6114,41,19,2024-09-23,2,31221.75
6115,23,10,2024-10-31,14,426039.85
6116,8,113,2023-12-10,6,25051.5
6117,18,104,2023-09-05,10,35273.5
6118,23,97,2024-06-10,5,676675.0
6119,16,116,2023-08-09,13,33482.0
6120,27,22,2023-11-01,3,118359.0
6121,13,56,2023-11-30,8,326714.5
6122,26,22,2023-10-15,5,187400.8
6123,20,92,2024-10-02,6,506468.75
6124,40,88,2023-09-29,3,145009.0
6125,11,1,2024-04-28,1,31466.85
6126,43,54,2023-08-24,9,1039122.35
6127,34,44,2024-04-12,9,97262.0
6128,17,70,2023-07-25,12,391651.75
6129,46,105,2024-06-05,15,4643.0
6130,49,57,2024-11-29,1,112851.45
6131,49,29,2023-10-31,13,474634.0
6132,32,125,2023-07-28,12,40825.0
6133,14,101,2024-12-15,13,6024.0
6134,6,111,2023-04-15,14,59993.0
6135,39,6,2024-04-17,3,35461.0
6136,48,65,2024-10-19,4,97119.45
6137,21,124,2023-11-28,11,39395.55
6138,20,12,2023-06-24,7,18128.85
6139,11,86,2023-01-29,7,621928.9
6140,38,74,2024-05-24,10,822306.7
6141,1,56,2024-12-31,2,81679.1
6142,44,13,2023-01-11,10,73597.45
6143,32,98,2023-11-09,9,714250.0
6144,14,18,2024-11-24,15,398587.0
6145,46,52,2024-10-19,11,143207.75
6146,36,80,2024-11-20,14,1809134.0
6147,23,72,2023-09-21,6,568088.6
6148,42,69,2023-05-21,11,497915.0
6149,1,64,2023-07-18,8,847441.8
6150,11,147,2024-06-14,14,42421.0
6151,25,105,2024-05-17,7,2167.0
6152,41,15,2024-12-26,7,195298.0
6153,25,98,2023-11-10,11,829323.4
6154,28,25,2024-04-06,3,36379.0
6155,33,26,2024-12-06,14,241965.0
6156,33,109,2023-01-13,6,3549.2
6157,11,70,2023-01-26,4,137422.0
6158,40,12,2023-06-13,6,16357.0
6160,18,86,2023-05-08,2,187046.0
6161,11,28,2024-08-25,1,14259.0
6162,42,119,2024-02-20,9,29302.0
6163,39,10,2024-11-16,10,320330.0
6164,4,68,2023-01-21,15,1003457.0
6165,25,54,2023-12-11,11,1336883.0
6166,11,29,2024-06-05,7,242793.4
6167,15,108,2024-09-11,7,22248.05
6168,3,132,2023-06-10,13,20319.0
6169,47,30,2024-08-09,10,306355.05
6170,23,56,2024-07-24,4,163357.25
6171,23,150,2023-06-05,1,1646.0
6172,37,75,2023-10-17,5,163842.0
6173,49,45,2023-11-01,4,39615.0
6175,36,50,2023-01-02,13,146588.0
6176,48,132,2023-09-17,6,8909.1
6177,24,59,2024-06-18,10,871661.0
6178,47,98,2023-08-03,15,1190417.0
6179,9,127,2024-09-03,3,4415.6
6180,42,53,2023-07-27,12,644100.0
6181,31,11,2024-08-10,12,434783.0
6182,9,45,2024-11-20,7,65859.7
6183,10,69,2024-04-10,9,407385.0
6184,13,11,2024-01-02,4,137681.6
6185,10,39,2024-08-13,2,56302.7
6186,38,58,2024-02-20,12,1240600.25
6187,46,47,2024-10-16,4,24492.0
6188,34,133,2023-10-29,10,18927.0
6189,30,147,2023-08-08,11,31664.45
6190,21,37,2023-06-21,7,40350.3
6191,16,105,2023-02-15,8,2476.0
6192,36,66,2024-08-05,6,75430.0
6193,27,22,2023-02-05,9,337322.2
6194,37,143,2023-05-27,11,48801.0
6195,1,44,2024-12-17,9,92398.9
6196,47,52,2024-04-10,15,195283.9
6197,3,15,2023-07-25,2,53010.0
6198,5,73,2023-06-04,10,1360019.05
6199,24,76,2024-01-14,3,422365.25
6200,38,28,2023-10-14,2,27091.15
6201,35,71,2024-07-28,15,1854980.45
6202,14,93,2024-07-23,10,954531.5
6203,43,130,2023-06-11,2,7873.6
6204,27,56,2024-07-06,8,326714.5
6205,41,81,2023-02-26,11,1276451.35
6206,36,117,2024-01-26,9,35080.65
6207,30,120,2023-08-01,5,15622.0
6208,34,21,2024-04-19,1,8735.0
6209,12,81,2024-06-13,8,928328.6
6210,2,84,2024-04-23,2,86848.0
6211,6,48,2023-01-13,7,97996.3
6212,47,51,2023-08-01,14,853314.7
6213,25,81,2023-07-16,7,812287.05
6214,11,115,2023-03-04,9,7475.0
6215,23,145,2024-10-15,4,16529.05
6216,18,18,2024-11-27,3,79717.0
6217,12,76,2024-11-05,5,703941.45
6218,41,33,2024-07-05,12,80589.0
6219,39,128,2024-01-24,12,53018.55
6220,7,103,2024-01-10,11,18696.95
6221,43,82,2023-09-01,14,686733.15
6222,12,38,2023-10-21,10,251380.45
6223,8,23,2023-01-20,15,167679.0
6224,12,119,2024-08-31,4,12371.85
6225,30,87,2023-09-16,12,762203.05
6226,25,147,2023-06-26,15,43178.45
6227,27,70,2023-04-10,15,515331.0
6228,26,9,2023-09-18,11,436760.0
6229,14,1,2024-10-07,4,125865.5
6230,41,122,2024-01-21,4,5025.5
6231,8,124,2023-01-11,2,7163.0
6232,10,77,2024-10-18,3,134114.0
6233,3,119,2024-06-13,12,39070.0
6234,38,34,2024-09-23,1,4918.0
6235,16,41,2024-08-12,15,159000.0
6236,33,7,2024-06-05,3,58556.0
6237,26,22,2024-01-24,11,433981.0
6238,16,69,2023-11-19,2,90530.0
6239,44,141,2024-11-17,7,33473.0
6240,44,114,2024-02-07,1,759.05
6241,2,130,2024-05-10,15,62161.0
6242,46,29,2024-07-07,4,146041.0
6243,28,117,2024-01-10,15,61545.0
6244,38,99,2024-06-25,3,305710.0
6245,6,45,2024-02-19,10,99037.0
6246,49,95,2024-06-12,3,209424.0
6247,45,24,2024-02-26,5,116161.0
6248,5,115,2023-09-16,3,2367.4
6249,26,95,2024-02-02,4,279232.0
6250,8,149,2023-08-07,4,4421.3
6251,10,2,2023-03-02,8,106385.75
6252,3,40,2023-09-09,12,170208.0
6253,20,150,2023-04-14,10,16457.0
6254,31,33,2023-04-22,1,6380.2
6255,14,144,2024-03-04,10,22141.0
6256,34,120,2024-08-01,11,32650.55
6257,5,37,2024-05-20,14,80700.6
6258,16,14,2024-12-25,5,179055.0
6259,35,55,2023-11-04,2,208975.3
6260,48,138,2024-04-24,6,23843.1
6261,20,2,2024-09-26,10,139982.0
6262,48,139,2024-12-17,13,18523.0
6263,8,63,2024-06-04,6,797758.7
6264,4,98,2023-12-04,12,904717.3
6265,45,126,2024-04-13,6,16062.0
6266,8,94,2023-02-03,4,154852.85
6267,31,113,2023-02-02,12,52740.0
6268,48,95,2023-06-12,12,837696.0
6269,18,124,2024-06-19,6,21489.0
6270,26,115,2024-12-29,3,2367.4
6271,11,121,2023-12-11,3,10528.85
6272,2,7,2024-06-16,9,166885.55
