id,id_cliente,id_produto,data_venda,qtd,total,produto,categoria_real,preco
4120,6,130,2024-05-23,6,24865.0,Boia De Arqueamento Delta Zen Boost Vortex,ancoragem,414409.0
4121,46,33,2023-01-07,8,51039.7,Transponder Garmin Drift Vortex Marlin,eletronicos,671577.0
4122,20,118,2024-05-16,11,47466.0,Boia De Arqueamento Delta Force Vox,ancoragem,431511.0
4123,11,127,2023-04-29,6,8831.2,Cabo De Nylon Delta Velocity Core Mako,ancoragem,154935.0
4124,44,101,2024-08-06,3,1390.0,Cabo De Nylon Delta Vortex,ancoragem,4634.0
4125,43,146,2023-05-23,8,3769.6,Corrente Delta Vox Ion,ancoragem,49598.0
4126,36,85,2023-10-24,1,36650.05,Motor De Popa Parsun Impulse 162Hp,propulsao,385787.0
4127,44,73,2024-11-24,3,429480.0,Motor De Popa Torqeedo Core Hydra Flux 162Hp,propulsao,14315993.0
4128,15,119,2024-10-14,12,37116.5,Âncora Bruce Aqua,ancoragem,325582.0
4129,35,91,2023-05-13,4,512566.8,Motor Elétrico Tohatsu Zenith Oceanic 113Hp,propulsao,13488602.0
4130,41,73,2024-11-30,6,816012.0,Motor De Popa Torqeedo Core Hydra Flux 162Hp,propulsao,14315993.0
4131,36,114,2024-03-14,12,9591.0,Boia De Arqueamento Danforth Tidal Zen Swift,ancoragem,79929.0
4132,20,40,2024-01-25,12,161697.6,Sonda Furuno Maré Tidal,eletronicos,1418404.0
4133,36,18,2024-03-14,10,252437.8,Rádio Simrad Axis,eletronicos,2657245.0
4135,19,9,2024-08-03,14,555877.0,Transponder Ais Titan Pulse,eletronicos,397055.0
4136,30,99,2023-07-15,1,101903.65,Motor Elétrico Honda Flux Ultra 273Hp,propulsao,10726666.0
4137,27,92,2024-09-09,1,88854.0,Motor Elétrico Yamaha Nautic Kraken 133Hp,propulsao,888541.0
4138,19,108,2023-12-06,15,50183.0,Boia De Arqueamento Bruce Titan,ancoragem,334556.0
4139,16,148,2023-06-17,5,23928.0,Âncora Delta Force Barracuda Mako,ancoragem,478556.0
4140,23,75,2024-11-29,3,98305.0,Motor Diesel Volvo Flow Leviathan Maré 187Hp,propulsao,3276838.0
4141,36,141,2023-07-25,14,63597.75,Boia De Arqueamento Bruce Nexus Abyss,ancoragem,47818.0
4142,45,114,2024-11-28,13,9871.45,Boia De Arqueamento Danforth Tidal Zen Swift,ancoragem,79929.0
4143,2,141,2024-01-09,11,52600.0,Boia De Arqueamento Bruce Nexus Abyss,ancoragem,47818.0
4144,40,4,2023-06-20,2,6425.8,Rádio Ais Hydro Tidal Zen,eletronicos,338188.0
4145,32,76,2024-05-21,12,1778379.0,Motor Diesel Honda Aero 205Hp,propulsao,14819823.0
4146,13,144,2023-05-26,1,2214.0,Boia De Arqueamento Bruce Barracuda,ancoragem,221414.0
4147,43,136,2024-05-16,3,5624.0,Cabo De Nylon Bruce Flux Hydro,ancoragem,19735.0
4148,28,69,2024-08-23,8,362120.0,Motor De Popa Torqeedo Ultra Impulse 292Hp,propulsao,4526502.0
4149,35,131,2023-12-15,8,7323.55,Boia De Arqueamento Danforth Core Vortex,ancoragem,96359.0
4150,3,33,2023-02-01,1,6716.0,Transponder Garmin Drift Vortex Marlin,eletronicos,671577.0
4151,13,56,2023-05-27,3,122517.7,Motor Elétrico Torqeedo Velocity Swift 74Hp,propulsao,4298877.0
4152,46,11,2024-04-09,9,309782.65,Gps Furuno Swift Leviathan Poseidon,eletronicos,3623191.0
4153,5,104,2024-05-09,7,24691.45,Cabo De Nylon Delta Zen Vortex Storm,ancoragem,371302.0
4154,24,58,2023-03-20,13,1414720.0,Motor De Popa Tohatsu Ion Core Nautic 53Hp,propulsao,10882459.0
4155,12,80,2024-08-03,5,646119.0,Motor De Popa Volvo Maré 69Hp,propulsao,12922384.0
4156,30,40,2023-10-06,10,141840.0,Sonda Furuno Maré Tidal,eletronicos,1418404.0
4157,31,130,2023-06-28,9,35432.15,Boia De Arqueamento Delta Zen Boost Vortex,ancoragem,414409.0
4158,32,49,2023-02-08,11,145907.0,Sonda Furuno Swift,eletronicos,1326425.0
4159,31,87,2023-04-06,15,952753.1,Motor Elétrico Volvo Boost 225Hp,propulsao,668599.0
4160,34,139,2023-06-26,1,1425.0,Boia De Arqueamento Danforth Torque,ancoragem,142488.0
4161,33,114,2024-12-04,3,2278.1,Boia De Arqueamento Danforth Tidal Zen Swift,ancoragem,79929.0
4162,11,92,2024-10-18,6,533125.0,Motor Elétrico Yamaha Nautic Kraken 133Hp,propulsao,888541.0
4163,22,110,2023-05-09,14,33190.15,Corrente Bruce Current,ancoragem,249551.0
4164,27,35,2024-04-07,11,121061.0,Radar Furuno Swift,eletronicos,1100553.0
4165,16,91,2024-10-31,10,1281417.0,Motor Elétrico Tohatsu Zenith Oceanic 113Hp,propulsao,13488602.0
4166,15,19,2023-03-19,6,98594.0,Sonda Lowrance Tidal Storm Vox,eletronicos,1643235.0
4167,26,82,2023-02-10,5,245261.5,Motor Elétrico Volvo Nautic Vox 118Hp,propulsao,5163404.0
4168,2,136,2023-04-25,15,29602.0,Cabo De Nylon Bruce Flux Hydro,ancoragem,19735.0
4169,7,23,2024-03-06,8,89429.0,Piloto Automático Furuno Torque Peak,eletronicos,1117863.0
4170,34,97,2024-10-06,9,1218016.0,Motor De Popa Tohatsu Evo 168Hp,propulsao,13533507.0
4171,25,146,2023-10-13,13,6125.6,Corrente Delta Vox Ion,ancoragem,49598.0
4172,44,35,2023-11-16,6,66033.0,Radar Furuno Swift,eletronicos,1100553.0
4173,48,37,2024-01-16,4,24271.0,Gps Lowrance Evo Storm Drift,eletronicos,606771.0
4174,14,23,2024-04-14,7,74337.5,Piloto Automático Furuno Torque Peak,eletronicos,1117863.0
4175,19,139,2023-09-30,12,17099.0,Boia De Arqueamento Danforth Torque,ancoragem,142488.0
4176,14,138,2023-12-01,11,43713.3,Boia De Arqueamento Delta Peak Boost Thrust,ancoragem,418305.0
4177,40,82,2023-02-20,8,413072.0,Motor Elétrico Volvo Nautic Vox 118Hp,propulsao,5163404.0
4178,49,22,2024-05-18,9,337322.2,Transponder Furuno Force Ion,eletronicos,3945286.0
4179,14,117,2023-08-16,15,61545.0,Corrente Danforth Zen Abyss Axis,ancoragem,410301.0
4180,19,58,2023-04-18,4,435298.0,Motor De Popa Tohatsu Ion Core Nautic 53Hp,propulsao,10882459.0
4181,15,115,2023-02-22,6,4734.8,Cabo De Nylon Delta Force Magnum Leviathan,ancoragem,83059.0
4182,35,99,2023-11-14,15,1609000.0,Motor Elétrico Honda Flux Ultra 273Hp,propulsao,10726666.0
4183,46,46,2024-09-16,12,59805.0,Sonda Ais Magnum Boost,eletronicos,498377.0
4184,44,125,2023-08-04,5,16159.5,Cabo De Nylon Danforth Kinetic,ancoragem,340207.0
4185,33,110,2024-11-11,9,21337.0,Corrente Bruce Current,ancoragem,249551.0
4186,49,97,2024-06-25,12,1542819.95,Motor De Popa Tohatsu Evo 168Hp,propulsao,13533507.0
4187,13,121,2023-04-07,4,14777.0,Âncora Danforth Oceanic Helix Flux,ancoragem,369427.0
4188,11,77,2024-08-28,3,134114.0,Motor Diesel Tohatsu Vector 197Hp,propulsao,4470467.0
4189,9,2,2023-04-14,3,41994.0,Transponder Furuno Marlin,eletronicos,1399815.0
4190,32,94,2023-04-15,9,348420.1,Motor De Popa Volvo Magnum 276Hp,propulsao,4075084.0
4191,46,28,2024-03-29,3,42776.0,Piloto Automático Ais Core,eletronicos,1425856.0
4192,5,25,2023-07-20,10,121265.0,Rádio Lowrance Nitro Thrust Barracuda,eletronicos,1212646.0
4193,26,62,2023-04-23,13,1262441.7,Motor Diesel Yanmar Velocity 37Hp,propulsao,10222197.0
4194,38,72,2023-02-13,11,1041495.45,Motor De Popa Volvo Hydro Dash 256Hp,propulsao,9966464.0
4195,24,137,2024-10-12,12,40626.0,Âncora Danforth Impulse,ancoragem,338547.0
4196,46,86,2024-02-21,9,799622.6,Motor Diesel Volvo Helix Evo Force 144Hp,propulsao,9352313.0
4197,47,124,2024-11-05,10,35814.05,Corrente Delta Axis,ancoragem,376993.0
4198,4,90,2023-12-06,5,395487.0,Motor De Popa Yamaha Thrust Marlin Nexus 182Hp,propulsao,7909733.0
4199,47,33,2023-01-11,4,26863.0,Transponder Garmin Drift Vortex Marlin,eletronicos,671577.0
4200,12,77,2024-10-29,5,223523.0,Motor Diesel Tohatsu Vector 197Hp,propulsao,4470467.0
4201,36,103,2024-10-05,4,7157.0,Âncora Delta Swift,ancoragem,178919.0
4202,25,20,2023-03-17,12,370001.0,Radar Ais Marlin,eletronicos,3083344.0
4203,10,104,2024-11-10,1,3527.35,Cabo De Nylon Delta Zen Vortex Storm,ancoragem,371302.0
4204,4,143,2023-04-04,5,21072.9,Âncora Delta Hydra Kraken Velocity,ancoragem,443643.0
4205,46,83,2023-01-14,13,1664827.5,Motor Diesel Yanmar Dash Nitro 184Hp,propulsao,13480388.0
4206,16,88,2024-08-03,3,137758.55,Motor Diesel Tohatsu Kinetic Poseidon 113Hp,propulsao,4833649.0
4207,5,88,2024-10-14,5,241682.0,Motor Diesel Tohatsu Kinetic Poseidon 113Hp,propulsao,4833649.0
4208,10,140,2023-04-07,11,34480.0,Boia De Arqueamento Bruce Dash Titan Pulse,ancoragem,313458.0
4209,22,60,2023-09-21,2,217502.0,Motor De Popa Honda Velocity Drift 258Hp,propulsao,10875109.0
4210,16,63,2023-07-02,6,839746.0,Motor Elétrico Torqeedo Ion Orca Vox 186Hp,propulsao,13995767.0
4211,26,44,2024-02-08,12,123197.9,Gps Simrad Zen Hydra Peak,eletronicos,1080684.0
4212,9,96,2023-01-01,6,402538.75,Motor De Popa Tohatsu Boost Swift 126Hp,propulsao,7062084.0
4213,45,107,2023-08-03,7,10064.3,Boia De Arqueamento Bruce Tidal Marlin,ancoragem,151338.0
4214,20,108,2023-11-15,11,36801.0,Boia De Arqueamento Bruce Titan,ancoragem,334556.0
4215,4,133,2024-12-18,7,12586.55,Âncora Bruce Core Pulse,ancoragem,189272.0
4216,45,116,2024-10-19,5,12878.0,Cabo De Nylon Delta Velocity Oceanic Abyss,ancoragem,257552.0
4217,45,116,2023-02-11,6,15453.0,Cabo De Nylon Delta Velocity Oceanic Abyss,ancoragem,257552.0
4218,9,103,2023-12-12,13,22096.05,Âncora Delta Swift,ancoragem,178919.0
4219,44,34,2024-06-05,7,32701.85,Transponder Ais Helix Torque,eletronicos,491753.0
4220,43,97,2024-02-19,6,771409.5,Motor De Popa Tohatsu Evo 168Hp,propulsao,13533507.0
4221,29,101,2023-10-08,10,4634.0,Cabo De Nylon Delta Vortex,ancoragem,4634.0
4222,46,100,2024-01-26,4,397480.95,Motor Elétrico Honda Vector Abyss 220Hp,propulsao,10460024.0
4223,35,104,2024-12-26,2,7426.0,Cabo De Nylon Delta Zen Vortex Storm,ancoragem,371302.0
4224,32,15,2024-03-17,11,306897.0,Radar Garmin Tidal Thrust,eletronicos,2789976.0
4225,14,118,2023-12-20,4,16397.0,Boia De Arqueamento Delta Force Vox,ancoragem,431511.0
4226,45,49,2023-05-01,7,92850.0,Sonda Furuno Swift,eletronicos,1326425.0
4227,36,111,2024-11-20,1,4285.0,Boia De Arqueamento Danforth Aero Dash,ancoragem,428523.0
4228,29,111,2024-01-20,7,29997.0,Boia De Arqueamento Danforth Aero Dash,ancoragem,428523.0
4229,34,56,2024-07-22,1,42989.0,Motor Elétrico Torqeedo Velocity Swift 74Hp,propulsao,4298877.0
4230,43,142,2024-08-07,10,8264.0,Âncora Danforth Vector Evo,ancoragem,82641.0
4231,4,38,2024-01-29,2,50275.9,Rádio Ais Force,eletronicos,2646114.0
4232,40,129,2023-03-25,10,31028.9,Corrente Delta Boost,ancoragem,326621.0
4233,9,65,2023-12-25,13,315637.5,Motor De Popa Torqeedo Nautic Swift 223Hp,propulsao,255577.0
4234,9,132,2024-10-09,12,17818.2,Corrente Bruce Nautic Evo,ancoragem,156297.0
4235,43,26,2023-11-24,12,207398.0,Piloto Automático Furuno Core Boost Flux,eletronicos,1728318.0
4236,21,109,2024-09-20,2,1182.75,Cabo De Nylon Danforth Evo Aqua Mako,ancoragem,6227.0
4237,39,125,2024-08-24,11,37423.0,Cabo De Nylon Danforth Kinetic,ancoragem,340207.0
4238,7,112,2024-11-13,1,2071.95,Corrente Danforth Tidal,ancoragem,218095.0
4239,25,15,2024-11-04,3,83699.0,Radar Garmin Tidal Thrust,eletronicos,2789976.0
4240,37,113,2024-09-12,2,8790.0,Âncora Delta Mako Ultra,ancoragem,439496.0
4241,40,126,2023-10-25,15,40156.0,Corrente Danforth Hydro,ancoragem,267706.0
4243,13,84,2024-11-10,2,82505.6,Motor De Popa Torqeedo Zenith Peak Thrust 212Hp,propulsao,4342388.0
4244,13,102,2023-02-24,7,5824.0,Cabo De Nylon Bruce Nexus,ancoragem,83202.0
4245,20,99,2024-11-28,11,1120936.35,Motor Elétrico Honda Flux Ultra 273Hp,propulsao,10726666.0
4246,28,4,2024-02-29,9,28915.15,Rádio Ais Hydro Tidal Zen,eletronicos,338188.0
4247,38,2,2023-11-08,10,132982.9,Transponder Furuno Marlin,eletronicos,1399815.0
4248,2,46,2024-07-22,13,64789.0,Sonda Ais Magnum Boost,eletronicos,498377.0
4249,21,144,2024-02-07,10,22141.0,Boia De Arqueamento Bruce Barracuda,ancoragem,221414.0
4250,49,110,2023-05-25,3,7112.65,Corrente Bruce Current,ancoragem,249551.0
4251,21,44,2024-11-15,6,64841.0,Gps Simrad Zen Hydra Peak,eletronicos,1080684.0
4252,33,32,2024-07-07,8,95019.0,Sonda Ais Impulse Oceanic Zenith,eletronicos,1250246.0
4253,25,42,2024-05-16,6,35957.0,Transponder Lowrance Axis,eletronicos,599284.0
4254,16,11,2024-06-17,5,181160.0,Gps Furuno Swift Leviathan Poseidon,eletronicos,3623191.0
4255,2,39,2023-05-11,12,355594.0,Gps Furuno Vector,eletronicos,2963283.0
4256,3,130,2024-07-17,12,47242.55,Boia De Arqueamento Delta Zen Boost Vortex,ancoragem,414409.0
4257,18,5,2023-09-06,3,71007.0,Piloto Automático Furuno Storm,eletronicos,2366901.0
4258,36,11,2023-08-10,10,344203.05,Gps Furuno Swift Leviathan Poseidon,eletronicos,3623191.0
4259,2,150,2024-02-07,9,14811.0,Cabo De Nylon Danforth Magnum Vox,ancoragem,164566.0
4260,7,26,2024-12-22,2,32837.7,Piloto Automático Furuno Core Boost Flux,eletronicos,1728318.0
4261,6,50,2023-06-06,5,53561.0,Piloto Automático Simrad Poseidon Magnum,eletronicos,1127599.0
4262,18,31,2023-03-11,15,118034.65,Transponder Furuno Pulse Axis,eletronicos,828311.0
4263,1,74,2023-05-31,15,1233459.1,Motor De Popa Honda Torque 228Hp,propulsao,8655856.0
4264,49,33,2023-12-27,1,6380.2,Transponder Garmin Drift Vortex Marlin,eletronicos,671577.0
4265,9,32,2023-09-01,6,71264.25,Sonda Ais Impulse Oceanic Zenith,eletronicos,1250246.0
4266,39,136,2023-03-23,7,13123.3,Cabo De Nylon Bruce Flux Hydro,ancoragem,19735.0
4267,40,82,2024-01-01,4,206536.0,Motor Elétrico Volvo Nautic Vox 118Hp,propulsao,5163404.0
4268,18,71,2023-05-20,4,494661.2,Motor Elétrico Torqeedo Pulse 300Hp,propulsao,13017406.0
4269,45,83,2024-04-26,11,1482843.0,Motor Diesel Yanmar Dash Nitro 184Hp,propulsao,13480388.0
4270,1,80,2024-05-18,8,982101.45,Motor De Popa Volvo Maré 69Hp,propulsao,12922384.0
4271,6,58,2024-02-27,9,930449.95,Motor De Popa Tohatsu Ion Core Nautic 53Hp,propulsao,10882459.0
4272,32,37,2023-05-05,12,72813.0,Gps Lowrance Evo Storm Drift,eletronicos,606771.0
4273,25,9,2024-02-07,12,452642.7,Transponder Ais Titan Pulse,eletronicos,397055.0
4274,31,122,2024-11-02,15,19837.0,Corrente Danforth Zenith Oceanic Torque,ancoragem,132247.0
4275,46,54,2024-09-23,13,1500955.35,Motor De Popa Yamaha Evo Dash 155Hp,propulsao,12153482.0
4276,3,21,2024-12-13,2,17469.0,Gps Ais Nautic Thrust,eletronicos,873456.0
4277,7,20,2024-11-22,6,185001.0,Radar Ais Marlin,eletronicos,3083344.0
4278,14,51,2023-12-07,10,641590.0,Motor Diesel Tohatsu Evo Zenith 16Hp,propulsao,6415899.0
4279,41,129,2024-06-20,15,46543.35,Corrente Delta Boost,ancoragem,326621.0
4280,3,112,2024-06-24,9,18647.55,Corrente Danforth Tidal,ancoragem,218095.0
4281,5,143,2024-08-08,8,33716.45,Âncora Delta Hydra Kraken Velocity,ancoragem,443643.0
4282,28,87,2023-04-21,6,381101.05,Motor Elétrico Volvo Boost 225Hp,propulsao,668599.0
4283,42,96,2024-07-25,15,1006347.35,Motor De Popa Tohatsu Boost Swift 126Hp,propulsao,7062084.0
4284,46,60,2023-07-23,1,103313.45,Motor De Popa Honda Velocity Drift 258Hp,propulsao,10875109.0
4285,48,119,2024-02-21,13,40209.7,Âncora Bruce Aqua,ancoragem,325582.0
4286,33,18,2023-01-02,7,176706.65,Rádio Simrad Axis,eletronicos,2657245.0
4287,34,50,2023-03-13,2,22552.0,Piloto Automático Simrad Poseidon Magnum,eletronicos,1127599.0
4288,40,3,2023-10-25,8,72194.0,Radar Furuno Pulse Leviathan,eletronicos,902419.0
4289,1,144,2023-06-02,5,10517.45,Boia De Arqueamento Bruce Barracuda,ancoragem,221414.0
4290,40,79,2023-11-06,13,816913.55,Motor Diesel Tohatsu Zenith 60Hp,propulsao,6614685.0
4291,32,8,2024-04-04,9,42614.15,Gps Ais Zen,eletronicos,498415.0
4292,10,136,2023-06-17,13,24373.2,Cabo De Nylon Bruce Flux Hydro,ancoragem,19735.0
4293,9,79,2023-03-28,10,661468.0,Motor Diesel Tohatsu Zenith 60Hp,propulsao,6614685.0
4294,7,44,2023-01-01,5,51332.3,Gps Simrad Zen Hydra Peak,eletronicos,1080684.0
4295,11,56,2023-10-12,6,257933.0,Motor Elétrico Torqeedo Velocity Swift 74Hp,propulsao,4298877.0
4296,32,55,2024-01-29,15,1567317.6,Motor Diesel Volvo Flow Oceanic 259Hp,propulsao,1099872.0
4297,19,136,2023-04-06,12,23682.0,Cabo De Nylon Bruce Flux Hydro,ancoragem,19735.0
4298,47,3,2023-05-17,15,128594.85,Radar Furuno Pulse Leviathan,eletronicos,902419.0
4299,4,72,2023-08-26,7,662769.4,Motor De Popa Volvo Hydro Dash 256Hp,propulsao,9966464.0
4300,16,45,2023-08-12,8,75268.5,Gps Furuno Current,eletronicos,990371.0
4301,1,93,2024-06-18,2,200954.0,Motor Elétrico Yamaha Flow 204Hp,propulsao,10047701.0
4302,17,5,2024-08-12,8,189352.0,Piloto Automático Furuno Storm,eletronicos,2366901.0
4303,7,147,2024-01-04,3,8635.5,Corrente Danforth Force Leviathan Impulse,ancoragem,303008.0
4304,15,138,2023-07-12,14,55634.85,Boia De Arqueamento Delta Peak Boost Thrust,ancoragem,418305.0
4305,10,56,2023-11-06,1,40839.55,Motor Elétrico Torqeedo Velocity Swift 74Hp,propulsao,4298877.0
4306,19,11,2024-06-10,12,413043.85,Gps Furuno Swift Leviathan Poseidon,eletronicos,3623191.0
4307,44,22,2023-09-21,11,433981.0,Transponder Furuno Force Ion,eletronicos,3945286.0
4308,4,128,2024-07-02,9,41856.0,Boia De Arqueamento Bruce Marlin Hydra,ancoragem,465072.0
4309,13,93,2024-03-30,11,1105247.0,Motor Elétrico Yamaha Flow 204Hp,propulsao,10047701.0
4310,28,9,2023-06-19,12,476466.0,Transponder Ais Titan Pulse,eletronicos,397055.0
4311,35,20,2024-01-31,4,117167.3,Radar Ais Marlin,eletronicos,3083344.0
4312,19,51,2024-03-28,14,898226.0,Motor Diesel Tohatsu Evo Zenith 16Hp,propulsao,6415899.0
4313,44,48,2024-11-25,4,58945.0,Gps Furuno Magnum Drift,eletronicos,1473635.0
4314,25,119,2023-04-20,11,35814.0,Âncora Bruce Aqua,ancoragem,325582.0
4315,36,13,2024-11-13,15,110395.7,Radar Simrad Boost,eletronicos,77471.0
4316,48,126,2023-02-05,3,7629.45,Corrente Danforth Hydro,ancoragem,267706.0
4317,34,96,2024-11-29,8,564967.0,Motor De Popa Tohatsu Boost Swift 126Hp,propulsao,7062084.0
4318,18,52,2024-12-24,5,65094.0,Motor Diesel Honda Zen Tidal Mako 26Hp,propulsao,137041.0
4319,1,123,2023-12-25,1,2638.15,Cabo De Nylon Danforth Orca Aero,ancoragem,277707.0
4320,40,3,2023-01-18,6,54145.0,Radar Furuno Pulse Leviathan,eletronicos,902419.0
4321,18,49,2023-03-26,11,145907.0,Sonda Furuno Swift,eletronicos,1326425.0
4322,43,94,2024-01-11,14,541986.4,Motor De Popa Volvo Magnum 276Hp,propulsao,4075084.0
4323,39,70,2023-10-06,1,32637.25,Motor Diesel Parsun Boost Helix Velocity 146Hp,propulsao,3435543.0
4324,26,106,2023-12-16,1,4385.0,Âncora Danforth Nitro Titan Vox,ancoragem,438487.0
4325,32,120,2023-10-29,3,9373.0,Boia De Arqueamento Danforth Flux Tidal,ancoragem,312449.0
4326,2,126,2023-04-04,8,21416.0,Corrente Danforth Hydro,ancoragem,267706.0
4327,24,12,2024-02-19,7,18128.85,Gps Ais Drift Flux Vox,eletronicos,272618.0
4328,10,106,2023-02-21,4,16662.05,Âncora Danforth Nitro Titan Vox,ancoragem,438487.0
4329,17,78,2024-01-08,1,121762.0,Motor Elétrico Honda Mako Axis 131Hp,propulsao,12176156.0
4330,22,103,2024-10-05,11,19681.0,Âncora Delta Swift,ancoragem,178919.0
4331,11,31,2023-01-12,5,39345.2,Transponder Furuno Pulse Axis,eletronicos,828311.0
4332,31,48,2023-06-28,13,181994.35,Gps Furuno Magnum Drift,eletronicos,1473635.0
4333,6,100,2024-02-12,7,695591.9,Motor Elétrico Honda Vector Abyss 220Hp,propulsao,10460024.0
4334,24,13,2024-12-10,15,110395.7,Radar Simrad Boost,eletronicos,77471.0
4335,29,142,2024-08-02,11,9091.0,Âncora Danforth Vector Evo,ancoragem,82641.0
4336,4,12,2024-01-16,13,33668.0,Gps Ais Drift Flux Vox,eletronicos,272618.0
4337,9,98,2024-11-29,13,980110.25,Motor Diesel Parsun Velocity Abyss Orca 235Hp,propulsao,7936113.0
4338,42,18,2023-01-13,15,378657.65,Rádio Simrad Axis,eletronicos,2657245.0
4339,35,23,2024-05-09,5,55893.0,Piloto Automático Furuno Torque Peak,eletronicos,1117863.0
4340,28,82,2024-02-29,6,309804.0,Motor Elétrico Volvo Nautic Vox 118Hp,propulsao,5163404.0
4341,29,141,2023-08-04,8,36341.3,Boia De Arqueamento Bruce Nexus Abyss,ancoragem,47818.0
4342,19,28,2024-10-20,6,81273.45,Piloto Automático Ais Core,eletronicos,1425856.0
4343,36,149,2024-07-11,13,14370.65,Cabo De Nylon Bruce Core,ancoragem,116362.0
4344,45,109,2023-11-21,2,1245.0,Cabo De Nylon Danforth Evo Aqua Mako,ancoragem,6227.0
4345,47,42,2023-05-31,13,77907.0,Transponder Lowrance Axis,eletronicos,599284.0
4346,5,19,2023-04-20,13,213621.0,Sonda Lowrance Tidal Storm Vox,eletronicos,1643235.0
4347,44,145,2024-09-25,13,53720.6,Boia De Arqueamento Delta Nexus,ancoragem,434986.0
4348,8,1,2023-09-14,2,62932.75,Transponder Ais Maré Magnum,eletronicos,3312252.0
4349,26,136,2024-06-15,3,5624.0,Cabo De Nylon Bruce Flux Hydro,ancoragem,19735.0
4350,32,140,2023-10-18,11,34480.0,Boia De Arqueamento Bruce Dash Titan Pulse,ancoragem,313458.0
4351,49,49,2024-04-11,8,106114.0,Sonda Furuno Swift,eletronicos,1326425.0
4352,39,111,2023-11-09,6,25711.0,Boia De Arqueamento Danforth Aero Dash,ancoragem,428523.0
4353,21,128,2023-02-24,2,9301.0,Boia De Arqueamento Bruce Marlin Hydra,ancoragem,465072.0
4354,44,97,2023-11-26,3,406005.0,Motor De Popa Tohatsu Evo 168Hp,propulsao,13533507.0
4355,12,8,2024-03-18,15,74762.0,Gps Ais Zen,eletronicos,498415.0
4356,26,74,2024-04-20,12,986767.85,Motor De Popa Honda Torque 228Hp,propulsao,8655856.0
4357,8,18,2023-05-29,3,75731.15,Rádio Simrad Axis,eletronicos,2657245.0
4358,46,73,2024-12-24,12,1717919.0,Motor De Popa Torqeedo Core Hydra Flux 162Hp,propulsao,14315993.0
4359,7,58,2023-07-12,2,206766.55,Motor De Popa Tohatsu Ion Core Nautic 53Hp,propulsao,10882459.0
4360,19,92,2023-10-08,3,266562.0,Motor Elétrico Yamaha Nautic Kraken 133Hp,propulsao,888541.0
4361,11,48,2023-04-02,14,206309.0,Gps Furuno Magnum Drift,eletronicos,1473635.0
4362,30,127,2023-12-27,2,2944.05,Cabo De Nylon Delta Velocity Core Mako,ancoragem,154935.0
4363,28,40,2024-05-02,12,161697.6,Sonda Furuno Maré Tidal,eletronicos,1418404.0
4364,7,3,2024-08-26,11,94302.7,Radar Furuno Pulse Leviathan,eletronicos,902419.0
4365,44,40,2024-08-19,4,53899.2,Sonda Furuno Maré Tidal,eletronicos,1418404.0
4366,5,14,2023-11-25,13,465544.0,Rádio Furuno Zen Swift,eletronicos,3581108.0
4367,5,31,2023-07-04,1,7868.85,Transponder Furuno Pulse Axis,eletronicos,828311.0
4368,43,58,2023-04-16,10,1088246.0,Motor De Popa Tohatsu Ion Core Nautic 53Hp,propulsao,10882459.0
4369,47,84,2024-12-28,2,86848.0,Motor De Popa Torqeedo Zenith Peak Thrust 212Hp,propulsao,4342388.0
4370,48,12,2023-11-07,8,20718.55,Gps Ais Drift Flux Vox,eletronicos,272618.0
4371,4,47,2024-11-13,5,30615.0,Rádio Simrad Tidal Aqua,eletronicos,612296.0
4372,13,83,2023-08-15,12,1617647.0,Motor Diesel Yanmar Dash Nitro 184Hp,propulsao,13480388.0
4373,46,34,2024-03-16,4,18686.5,Transponder Ais Helix Torque,eletronicos,491753.0
4374,28,38,2023-06-29,8,201104.55,Rádio Ais Force,eletronicos,2646114.0
4375,25,10,2024-12-16,11,352363.0,Piloto Automático Simrad Titan Flux Magnum,eletronicos,3203304.0
4376,38,72,2024-07-15,3,284044.3,Motor De Popa Volvo Hydro Dash 256Hp,propulsao,9966464.0
4377,22,119,2024-02-08,5,16279.0,Âncora Bruce Aqua,ancoragem,325582.0
4378,20,62,2024-01-20,3,306666.0,Motor Diesel Yanmar Velocity 37Hp,propulsao,10222197.0
4379,22,71,2024-11-03,9,1171567.0,Motor Elétrico Torqeedo Pulse 300Hp,propulsao,13017406.0
4380,17,21,2023-06-11,12,104815.0,Gps Ais Nautic Thrust,eletronicos,873456.0
4381,38,106,2024-01-20,1,4165.75,Âncora Danforth Nitro Titan Vox,ancoragem,438487.0
4382,26,127,2024-12-22,8,12395.0,Cabo De Nylon Delta Velocity Core Mako,ancoragem,154935.0
4383,49,118,2023-11-01,13,56096.0,Boia De Arqueamento Delta Force Vox,ancoragem,431511.0
4384,49,4,2024-03-26,5,16909.0,Rádio Ais Hydro Tidal Zen,eletronicos,338188.0
4385,8,53,2023-03-23,15,805125.0,Motor Elétrico Torqeedo Zen Titan Hydra 129Hp,propulsao,5367501.0
4386,32,88,2024-12-17,6,275518.05,Motor Diesel Tohatsu Kinetic Poseidon 113Hp,propulsao,4833649.0
4387,42,148,2023-08-25,2,9571.0,Âncora Delta Force Barracuda Mako,ancoragem,478556.0
4388,48,79,2024-05-17,11,727615.0,Motor Diesel Tohatsu Zenith 60Hp,propulsao,6614685.0
4389,2,82,2023-09-24,6,294313.8,Motor Elétrico Volvo Nautic Vox 118Hp,propulsao,5163404.0
